기업명,RIM기업가치,매출액증가율,순이익증가율,유동비율,순운전자본비율,부채비율,자기자본비율,매출총이익률,ROA,ROI,총자산회전율,시가총액
CJ,35443.21384425217,0.0776553090555671,2.9558823529411766,0.8951876957929948,-0.0423443607588902,1.5484253044613845,0.3923991800934312,0.325623477554808,0.0448517494518066,0.019234436075889,0.8219086662217562,27279.385142734176
한화,137816.50185414092,0.0374971773045467,2.225583038869258,1.0707814682130063,0.0057292775074865,8.25647044907578,0.1080325384822943,0.1079659550950959,0.0143902819028652,0.011216251350978,0.2596831769008427,20362.208267088605
LG,324606.6007416564,0.3192667961762613,0.7420652949957811,2.0137062272223103,0.0996891288595937,0.1699893346459922,0.8547086459575065,0.3401078874471497,0.0958363524452859,0.1045586642669596,0.2672011468729791,134679.5172851519
SK,266794.81829419034,0.2027362445371621,-53.63745387453874,1.0937923152691835,0.0255085010195418,1.5226786997331918,0.396404028822919,0.1109103871560444,0.029387718572593,0.0345041737115434,0.5878009341567071,127946.04628636708
서부T&D,5134.1668726823245,0.1403301886792453,-2.113636363636364,0.1813228585909782,-0.3138998202400039,1.5690214677983023,0.3892532672593888,0.5501551189245087,-0.0025749404848661,0.0190448428314628,0.0469805179031239,4745.045246189873
참좋은여행,-1739.332509270704,-0.6111111111111112,5.857142857142857,2.2288401253918497,0.4049586776859504,0.0720620842572062,0.9318181818181818,2.7755102040816326,-0.1931818181818181,-0.1487603305785124,0.0506198347107438,1433.174683544304
노랑풍선,-1180.2533992583435,-0.855,0.7457627118644068,0.8466819221967964,-0.0761363636363636,1.0206896551724138,0.4943181818181818,1.0,-0.1670454545454545,-0.1170454545454545,0.0329545454545454,1320.3910687898735
하나투어,-4209.117428924599,-0.6322992700729927,-0.6779505946935042,0.9634782608695652,-0.0146307477937761,6.449826989619377,0.1342313051555968,1.0,-0.2956339990710636,-0.1634928007431491,0.0935903390617742,9533.569747405063
GKL,-12344.054388133496,-0.5387533875338754,0.7620528771384136,1.6306641837368094,0.1912290607942781,0.3853976531942634,0.7218144174665914,0.1468860164512338,-0.27442123094297,-0.2132505175983436,0.1601731601731601,12174.761822329114
애경산업,1981.3423980222497,-0.0241455534772997,0.3652173913043478,2.355555555555556,0.3675550405561993,0.2463893703061814,0.8023174971031286,0.4676772956961143,0.0565469293163383,0.0363847045191193,1.3300115874855156,5248.957866101266
현대백화점,23825.864029666256,0.5715291219426359,1.2207421503330165,0.983219610816275,-0.0037015564375864,0.7163962033067973,0.5826160638629978,0.6551058112193483,0.0294786603041519,0.0260223877268875,0.3982963920974,12698.04599322785
잉글우드랩,2120.61804697157,0.1720116618075801,3.838709677419355,2.703703703703704,0.4664586583463339,0.582716049382716,0.6318252730109204,0.1610696517412935,0.1326053042121684,0.1170046801872074,1.2542901716068642,1022.277153292405
호전실업,1537.1124845488257,0.1791452991452991,-1.6742857142857144,1.463855421686747,0.2035018169805087,1.5203996669442132,0.3967624710934919,0.1916497535517541,0.0680541790551701,0.0389824909150974,1.1394119590353484,728.410137493671
빙그레,-2324.0086526576024,0.196329892607653,-1.553008595988539,2.0688976377952755,0.2142857142857142,0.3627890302921671,0.7338858195211786,0.2925745162977166,0.0344646145751118,-0.0253880557747961,1.5093396474611944,4250.186995234177
풀무원,1678.3757725587147,0.0898667358947732,-0.9745762711864406,0.884548395123165,-0.0471209505433126,2.339097999321804,0.2994820757591144,0.260510540315217,0.0195491012491114,0.0001523306590839,1.2790189905554992,4004.9248409797465
아모레G,22438.4239802225,0.0803229143425082,12.272727272727272,2.368255713500353,0.2167427625931501,0.2412903823583915,0.805613266816785,0.7255778149114737,0.0443139547903111,0.0363269926972792,0.6626068349485575,31425.438662658227
화승엔터프라이즈,-822.3238566131022,0.0204337694927406,-1.163855421686747,0.9733967356380928,-0.0155603999097947,1.4167877906976745,0.4137412613696158,0.1749516950641138,0.0053371419980455,-0.0051116289558746,0.85589716605277,5273.184394151899
한세실업,8731.179233621755,-0.0154860743096037,1.6085271317829457,1.2444408636803097,0.1247327742147673,1.6188630490956073,0.3818450912678836,0.2011363636363636,0.0877322808748561,0.0553362933728005,1.374773885874034,6693.772151898734
더네이쳐홀딩스,8273.474660074166,0.2629604365620737,0.5221932114882507,1.7209302325581397,0.2213700079344089,0.7178555202180827,0.5821211319756678,0.6932217121253038,0.1822269240941549,0.1541920126950542,0.9793705368950012,4056.4861474430377
CJ프레시웨이,3732.5735475896167,-0.0754892071817631,-1.7317647058823529,0.8262586377097729,-0.0868064118372379,2.5504962054874487,0.2816276202219482,0.1757440865846207,0.04570489108097,0.0255651459103986,1.883600493218249,3578.907495898734
동원F&B,8876.652657601979,0.1010314481279374,-0.1078305519897304,1.234475374732334,0.101823629694684,1.4232598898347522,0.4126672521568424,0.2478943448117802,0.067365810817792,0.0359043240171514,1.80327530092473,6240.3060923088615
제이에스코퍼레이션,6834.758961681087,1.4503475670307846,20.0,1.3276740237691005,0.1397791055585732,1.735512630014859,0.3655621944595328,0.1755825734549138,0.1104472207133804,0.0874524714828897,1.7870722433460076,1797.2507631253166
에스제이그룹,3198.7688504326325,0.3977591036414565,0.4777070063694267,3.3548387096774195,0.454828660436137,0.5344168260038241,0.6517133956386293,0.7374749498997996,0.1813084112149532,0.1445482866043613,0.9327102803738316,1515.4661111392404
영원무역,40346.12978986403,0.1322169964320467,0.8327850877192983,3.4294396499331468,0.5633949712481677,0.4573987346972311,0.6861540196188973,0.4714771709937332,0.1247322133273198,0.0942327207125944,0.7871518773255158,19827.699216025318
휠라홀딩스,32257.82447466008,0.2126054717463564,0.708649468892261,2.098746224947378,0.2799319172748257,0.8594840667678301,0.5377835808715521,0.5348708487084871,0.1149245727342675,0.0787614539858705,0.8846091072302922,22609.439277354428
F&F홀딩스,366643.7243510507,34.1256038647343,22.43559718969555,0.8500697350069735,-0.0271130867934045,0.2667838172450976,0.7894006746744853,0.7109063402558108,0.065954159967212,0.6309782780037202,0.2292316907847031,9456.071513749368
노바렉스,3571.070457354759,0.2513464991023339,0.052,1.249440715883669,0.0875883739198743,0.8192857142857143,0.5498821681068342,0.148493543758967,0.1178318931657502,0.103299293008641,1.0950510604870385,1755.3350712303795
콜마비앤에이치,9373.03461063041,-0.0227385071675729,-0.146067415730337,1.5583657587548638,0.1600669269380925,0.3911019141231246,0.7187209518497862,0.1736638003709324,0.1702918758133482,0.1271611823759063,1.1026213050752929,7239.6675863544315
롯데웰푸드,4393.334981458591,0.0334296724470134,-0.1294964028776978,1.2075554259043173,0.0533638340958523,1.009570459683497,0.4976374409360234,0.3417078400298313,0.0406885172129303,0.013612840321008,0.8045451136278406,10524.685284455696
오리온,34845.797280593324,0.0563727688581935,-0.0396941005098324,2.1962061697643227,0.2000705037815664,0.3611183808776062,0.7347134982694526,0.4017830609212481,0.1195039097551595,0.0845083963594411,0.754871170362774,52504.48375336708
